,Line,Time,Speaker,Discussion,Clean,Topics
110,927,0:49:00,Tony,then it might produce gaps but it might produce gaps in places of,might produce gap might produce gap place,gap produce place
91,930,0:49:00,Tom, the thing  would be cool,thing would cool,cool thing would
92,935,0:49:00,Tom,if you drive it faster,drive faster,drive faster
111,940,0:49:00,Tony,that's what you'll end up with but you won’t end up with a long ,end end long,end long
112,941,0:49:00,Tony,smooth line that's faint        definitely gaps in it head on all the ,smooth line faint definitely gap head,line gap smooth
113,942,0:49:00,Tony,time you don't have the head on ,time head,head time
93,944,0:49:00,Tom,yeah you could turn it off off and on very fast couldn't we ,could turn fast could,fast turn could
67,945,0:49:00,Jamie,well we’ll look at that on Monday,well look monday,monday look well
94,948,0:50:00,Tom,  alright yeah yeah I'm just wondering about the just for the ,alright wondering,alright wondering
95,949,0:50:00,Tom,    it is probably off off topic though so for the usefulness er ,probably topic though usefulness er,topic usefulness er
96,950,0:50:00,Tom,well i'm just i'm just trying to think about what what the pen does ,well trying pen doe,doe pen trying
97,951,0:50:00,Tom,really if it’s if it's a if its fun     its got to do ,really fun got,fun got really
952,952,0:50:00,AJ,sort of a wider range of features,sort wider range feature,feature range sort
98,956,0:50:00,Tom,features      somehow,feature somehow,feature somehow
114,957,0:50:00,Tony,I think it might self regulate I think people might visit around how does it ,might self regulate people might visit around doe,regulate people visit
115,960,0:50:00,Tony,or they use it more slowly I think that's ,use slowly,slowly use
116,962,0:50:00,Tony,probably what happens,probably happens,happens probably
963,963,0:50:00,AJ,but I'm thinking it will it will be more fun if you can get something you ,thinking fun get something,fun thinking get
964,964,0:50:00,AJ,know if you can get ,know get,get know
965,965,0:50:00,AJ,a faint line or ,faint line,faint line
99,966,0:50:00,Tom,a faint line,faint line,faint line
972,972,0:50:00,AJ,you had a drawing there that you did was that for any particular purpose ?,drawing wa particular purpose,drawing wa purpose
32,974,0:51:00,Robert,this is kind of backtracking a bit but in a similar vein to this I’ve seen a ,kind backtracking bit similar vein seen,similar kind backtracking
33,975,0:51:00,Robert,pen that somebody's created where its actually got this kind of loop in it so ,pen somebody created actually got kind loop,kind loop pen
34,976,0:51:00,Robert,that if you hold it with your index finger actually through this ,hold index finger actually,index finger hold
35,980,0:51:00,Robert,it supports the rest of your hand ,support rest hand,hand rest support
36,982,0:51:00,Robert,but it’s another instance of kind of,another instance kind,instance kind another
983,983,0:51:00,AJ,so it’s you you almost wear it like a glove?,almost wear glove,glove wear almost
37,984,0:51:00,Robert,yeah or like a sort of ring on your finger with the pen ,sort ring finger pen,finger pen ring
38,985,0:51:00,Robert,attached to it but it forces you to hold it in a very specific way,attached force hold specific way,specific hold attached
100,986,0:51:00,Tom,um that's intriguing sort of like a like a could be like a finger puppet ,intriguing sort could finger puppet,puppet intriguing sort
30,988,0:51:00,Sarah,yeah cos wearing it like a finger puppet – the feel of it might be fun,co wearing finger puppet feel might fun,puppet fun wearing
101,989,0:51:00,Tom,exactly so you can make you can make the footprints ,exactly make make footprint,make footprint exactly
39,990,0:51:00,Robert,I I think I think the sort of design not very good at     ,sort design good,design good sort
992,992,0:51:00,AJ,that would also tie in quite well the sort of cyber view of having a pack on ,would also tie quite well sort cyber view pack,cyber pack view
995,995,0:51:00,AJ,or sort of cyber arm isn't it,sort cyber arm,arm cyber sort
60,999,0:52:00,Charles,thermal print head,thermal print head,head print thermal
102,1000,0:52:00,Tom,It’s like the evil emperor from star wars ,evil emperor star war,emperor evil star
103,1002,0:52:00,Tom,lightning coming out of his  nose ,lightning coming nose,coming lightning nose
1005,1005,0:52:00,AJ,the final thing I wanted to consider briefly before we move onto the next ,final thing wanted consider briefly move onto next,thing move briefly
1006,1006,0:52:00,AJ,part is the issue of left and right handedness how we're going to resolve ,part issue left right handedness going resolve,handedness issue resolve
61,1008,0:52:00,Charles,teach people to be right handed that's what it needs to do,teach people right handed need,people handed teach
62,1010,0:52:00,Charles,that's what they used to do in the nineteen fifties,used nineteen fifty,fifty nineteen used
104,1011,0:52:00,Tom,tie the left hand behind their back,tie left hand behind back,left hand back
1015,1015,0:52:00,AJ,hit them with a cane I was not from that generation obviously,hit cane wa generation obviously,hit cane generation
68,1016,0:52:00,Jamie,well I guess ,well guess,guess well
1017,1017,0:52:00,AJ,can you turn the print head round? or ,turn print head round,head print round
69,1018,0:52:00,Jamie,it doesn't matter because as long as you've got as long as you've got ,doe matter long got long got,long doe matter
70,1019,0:52:00,Jamie,features that can be either mirrored features the same on each side ,feature either mirrored feature side,feature side mirrored
71,1021,0:52:00,Jamie,you've got them all like that you've got some area to work with and then ,got got area work,area work got
72,1022,0:52:00,Jamie,you have to keep the area of the mirror image ,keep area mirror image,area image mirror
105,1024,0:53:00,Tom, quite good ,quite good,good quite
1026,1026,0:53:00,AJ,in fact in some ways we should think about the fact it isn't even a pen ,fact way fact even pen,fact pen even
1027,1027,0:53:00,AJ,because a pen you you'll always learn to write from left to right whether ,pen always learn write left right whether,learn pen write
1028,1028,0:53:00,AJ,you're left handed or right handed so actually what you end up doing is ,left handed right handed actually end,handed left end
1029,1029,0:53:00,AJ,left handed people is you smudge over over your work which is a problem ,left handed people smudge work problem,smudge people handed
1030,1030,0:53:00,AJ,but actually with this you're dragging it you're not pushing it are you ,actually dragging pushing,dragging pushing actually
1031,1031,0:53:00,AJ,most people will drag it,people drag,drag people
31,1032,0:53:00,Sarah,mostly dragging it,mostly dragging,dragging mostly
1033,1033,0:53:00,AJ,  because you were wired to drag it,wired drag,drag wired
73,1036,0:53:00,Jamie,that's an interesting point,interesting point,interesting point
1037,1037,0:53:00,AJ,  so you want a design then to sort of force people to drag it which is ,want design sort force people drag,sort force design
1038,1038,0:53:00,AJ,not something you do with a marker pen ,something marker pen,marker pen something
32,1039,0:53:00,Sarah,      you draw a line when you drag      ,draw line drag,drag draw line
1040,1040,0:53:00,AJ,generally  you might do with a marker pen ,generally might marker pen,generally marker pen
1045,1045,0:53:00,AJ,with a marker pen you tend to drag yeah but what I'm saying is the ,marker pen tend drag saying,pen drag marker
1046,1046,0:53:00,AJ,analogy of teaching people to write is not actually valid in the sense that ,analogy teaching people write actually valid sense,teaching sense valid
1047,1047,0:54:00,AJ,when you're writing you're not actually dragging usually apart from if ,writing actually dragging usually apart,dragging writing usually
1048,1048,0:54:00,AJ,you're right handed,right handed,handed right
1050,1050,0:54:00,AJ,if you're  right handed  you drag if you're left handed you push,right handed drag left handed push,handed left drag
106,1051,0:54:00,Tom, if you're right handed ,right handed,handed right
117,1052,0:54:00,Tony,so do they do a left handed version of this,left handed version,handed left version
40,1053,0:54:00,Robert,yes they do you see them in the shop,see shop,shop see
118,1055,0:54:00,Tony,that’s more interesting cos commercially lost that would be a loss leader ,interesting co commercially lost would loss leader,commercially interesting lost
107,1057,0:54:00,Tom,well it must it must cost twice as much,well must must cost twice much,cost twice must
41,1060,0:54:00,Robert, six cups of tea later ,six cup tea later,cup tea later
108,1061,0:54:00,Tom,its gonna cost twice as much,gonna cost twice much,cost gonna much
63,1063,0:54:00,Charles,     but schools or something schools must buy two sets,school something school must buy two set,school set buy
109,1064,0:54:00,Tom,yeah its not worth  its not really for schools,worth really school,school worth really
1065,1065,0:54:00,AJ,well they had that in my school when I was in primary school everybody ,well school wa primary school everybody,school wa primary
1066,1066,0:54:00,AJ,had a red fountain pen and I had a special green fountain pen because I ,red fountain pen special green fountain pen,pen fountain red
1067,1067,0:54:00,AJ,was left handed,wa left handed,handed left wa
119,1070,0:55:00,Tony,just before we move on to it   to do with mechanics     ,move mechanic,mechanic move
120,1072,0:55:00,Tony,erm protecting the print head which I haven't really thought very much ,erm protecting print head really thought much,protecting print erm
121,1073,0:55:00,Tony,about but as it it might be a nuisance or bad thing to have the print head ,might nuisance bad thing print head,print thing bad
122,1074,0:55:00,Tony,projecting down out of the bottom of this most of the time,projecting bottom time,bottom projecting time
123,1076,0:55:00,Tony,because it may catch on things like the edge of the table or something like ,may catch thing edge table something,table thing catch
124,1079,0:55:00,Tony,and so perhaps there is something else a rounded lump or something ,perhaps something else rounded lump something,rounded lump perhaps
125,1080,0:55:00,Tony,as it approaches the page causes the print head to come down,approach page cause print head come,page print approach
126,1084,0:55:00,Tony,which may carriage  be sprung  also,may carriage sprung also,carriage sprung also
74,1085,0:55:00,Jamie,like a see saw,see saw,saw see
75,1087,0:55:00,Jamie,like a   nodding birds yeah,nodding bird,bird nodding
110,1090,0:55:00,Tom,the other sort of side to this is that could you not what you do is  very  ,sort side could,side sort could
111,1094,0:56:00,Tom,if you have your printing head   and you've got you've got your spring ,printing head got got spring,spring head printing
112,1095,0:56:00,Tom,like that     and you've got    a switch or something here    ,got switch something,switch got something
113,1096,0:56:00,Tom,and you've got    a case there   and then when you you can only ,got case,case got
114,1097,0:56:00,Tom,push this and then when you push this up so that all the faces are touching ,push push face touching,push face touching
115,1098,0:56:00,Tom,that's when the switch goes,switch go,switch go
116,1100,0:56:00,Tom,erm so you get so so what this is is is maybe this isn't susceptible ,erm get maybe susceptible,erm susceptible get
117,1101,0:56:00,Tom,to knocks and things because its on a sp spring,knock thing sp spring,knock sp spring
127,1102,0:56:00,Tony,yeah and you get protected by a case,get protected case,case protected get
1103,1103,0:56:00,AJ,but the other thing is the opposite of this being here and these two things ,thing opposite two thing,thing opposite two
1104,1104,0:57:00,AJ,being on springs so that when these get pushed back,spring get pushed back,back spring pushed
1106,1106,0:57:00,AJ,they'll spring back and then they'll switch on the ,spring back switch,back spring switch
118,1107,0:57:00,Tom,that's true that works as well,true work well,true work well
1108,1108,0:57:00,AJ, that works even better cos it’s not leaking  its protected then,work even better co leaking protected,leaking work protected
33,1116,0:57:00,Sarah, a print head ,print head,head print
64,1117,0:57:00,Charles,yeah do you need to stop the print head going sideways cos you want it to ,need print head going sideways co want,sideways print head
65,1118,0:57:00,Charles,travel     forwards when its going that direction?,travel forward going direction,direction forward travel
1119,1119,0:57:00,AJ,yeah you don't want people to go that that that's an interesting point,want people go interesting point,point people interesting
66,1120,0:57:00,Charles,put wheels on the side to make it,put wheel side make,make put side
128,1121,0:57:00,Tony,I I don't think there might not be a problem with that in fact it might be ,might problem fact might,fact problem might
129,1122,0:57:00,Tony,something that they might want to do to produce interesting effects      ,something might want produce interesting effect,produce effect interesting
130,1123,0:57:00,Tony,distorted smiley faces,distorted smiley face,distorted face smiley
131,1125,0:57:00,Tony,and I think we might get away with that,might get away,away get might
1127,1127,0:57:00,AJ,but what if  what if  a child held the pen can I just borrow that,child held pen borrow,borrow child held
1129,1129,0:58:00,AJ,rather than  holding it width ways so this is across the pen ,rather holding width way across pen,pen width holding
1132,1132,0:58:00,AJ,thinking of holding it that way ,thinking holding way,holding thinking way
34,1133,0:58:00,Sarah,providing just enough pressure,providing enough pressure,pressure providing enough
132,1134,0:58:00,Tony,providing      probably be alright,providing probably alright,alright providing probably
119,1137,0:58:00,Tom,it is sort of like a its like a calligraphy pen isn't it if you erm,sort calligraphy pen erm,calligraphy erm pen
120,1139,0:58:00,Tom,because you get thick you get thick and thin ,get thick get thick thin,thick thin get
121,1141,0:58:00,Tom,because you get      the edge,get edge,edge get
1142,1142,0:58:00,AJ,yeah yeah shall we move onto the next bit,shall move onto next bit,move bit next
1144,1144,0:58:00,AJ,well we've got a sketch of it,well got sketch,sketch got well
1146,1146,0:58:00,AJ,well how do you want me to write it down,well want write,write want well
133,1147,0:58:00,Tony,erm I could write it down but I couldn't think of the words to explain it,erm could write could word explain,word explain write
134,1149,0:58:00,Tony,er sort of –,er sort,er sort
135,1151,0:58:00,Tony,that business of withdrawing the print head when it’s not in use or ,business withdrawing print head use,print business head
122,1153,0:58:00,Tom,well yeah well it's a sheath isn't it that's the word you said wasn't it a ,well well sheath word said wa,wa word sheath
136,1157,0:58:00,Tony, or it could be deployed  on contact or something,could deployed contact something,contact deployed could
1163,1163,0:59:00,AJ,OK it is fundamental the other thing that I'm now going to look at is     two ,ok fundamental thing going look two,thing fundamental look
1164,1164,0:59:00,AJ,two problems one is over pressurising the print head on the paper or abuse ,two problem one pressurising print head paper abuse,print paper problem
1165,1165,0:59:00,AJ,of the pen so somebody could go like that ,pen somebody could go,pen could go
1167,1167,0:59:00,AJ,and that will probably break it and ,probably break,break probably
123,1168,0:59:00,Tom,the sheath doesn't fix that does it er no the sheath doesn't fix that,sheath doe fix doe er sheath doe fix,doe sheath fix
124,1170,0:59:00,Tom,you go like that you hit the printer,go hit printer,hit printer go
125,1172,0:59:00,Tom,whereas the other way round,whereas way round,round way whereas
137,1173,0:59:00,Tony,well the sheath      protect that isn't it    so,well sheath protect,protect sheath well
67,1174,0:59:00,Charles,the sheaths so spring both      and the things happen,sheath spring thing happen,happen sheath spring
138,1175,0:59:00,Tony,yeah so expect there's more travel if you smash there,expect travel smash,expect smash travel
126,1176,0:59:00,Tom,yeah that means you can’t move both yeah yeah that's right yeah so I its ,mean cannot move right,move cannot mean
127,1177,1:00:00,Tom,what AJ suggested that this moves back ,aj suggested move back,aj back move
128,1179,1:00:00,Tom,to to start to  as a switch whereas the alternative is for that to move back,start switch whereas alternative move back,switch move alternative
1180,1180,1:00:00,AJ,well I suppose you could design it such a way as it only goes,well suppose could design way go,suppose design go
1182,1182,1:00:00,AJ, at a certain  speed back so if you went if you just went like that it would ,certain speed back went went would,speed back went
1183,1183,1:00:00,AJ,go back quite ,go back quite,back go quite
1185,1185,1:00:00,AJ,slowly but if too quickly,slowly quickly,quickly slowly
129,1186,1:00:00,Tom,you you could have them both moving back and you could have you could ,could moving back could could,back moving could
130,1187,1:00:00,Tom,balance springs and things like that,balance spring thing,balance spring thing
68,1188,1:00:00,Charles,you could hold this this back,could hold back,back hold could
69,1190,1:00:00,Charles,if that thing’s on a spring and that's on a      ,thing spring,spring thing
70,1192,1:00:00,Charles,of some sort which could be quite simple,sort could quite simple,sort simple could
71,1195,1:00:00,Charles,this this that’s with em that only needs to be a syringe and then ,em need syringe,em syringe need
72,1197,1:00:00,Charles,and if you bang it down its effectively solid,bang effectively solid,bang effectively solid
1199,1199,1:01:00,AJ,leaking syringe,leaking syringe,leaking syringe
131,1200,1:01:00,Tom,cheap syringe,cheap syringe,cheap syringe
1201,1201,1:01:00,AJ,syringe I can spell that,syringe spell,spell syringe
139,1203,1:01:00,Tony,     where's the sheath gone? heat source laser light     ,sheath gone heat source laser light,sheath laser source
1206,1206,1:01:00,AJ,yeah its going well isn't it      so its all right,going well right,going right well
1209,1209,1:01:00,AJ,any other ways in which we could try I mean we could put a cap over it ,way could mean could put cap,put cap mean
42,1212,1:01:00,Robert,that's way too low tech for this,way low tech,low tech way
35,1216,1:01:00,Sarah,     that will protect it but it still      isn't it?,protect still,protect still
76,1219,1:01:00,Jamie,what about a cap like a spring loaded cap,cap spring loaded cap,cap loaded spring
77,1221,1:01:00,Jamie,that comes out of the way,come way,come way
36,1226,1:01:00,Sarah,then it couldn't get lost could it?,could get lost could,lost could get
140,1227,1:01:00,Tony,  it could also turn off the comforting hum ,could also turn comforting hum,hum turn comforting
141,1229,1:02:00,Tony,when you put the cap back on,put cap back,back cap put
37,1231,1:02:00,Sarah,I quite like the idea of a comforting hum!,quite idea comforting hum,comforting hum idea
1232,1232,1:02:00,AJ,a comforting hum,comforting hum,comforting hum
38,1233,1:02:00,Sarah,when it’s working right,working right,working right
1234,1234,1:02:00,AJ,what like a dum dum dum dum dum dum:,dum dum dum dum dum dum,dum
73,1235,1:02:00,Charles,like rolf harris,rolf harris,harris rolf
1237,1237,1:02:00,AJ,they're not going to understand this when they send this to America you ,going understand send america,america understand send
1240,1240,1:02:00,AJ,its going to get completely lost in translation,going get completely lost translation,lost translation completely
132,1241,1:02:00,Tom,digerydoo blimey,digerydoo blimey,blimey digerydoo
1244,1244,1:02:00,AJ,who's this rolf harris?,rolf harris,harris rolf
1246,1246,1:02:00,AJ,the cap is quite interesting though because if it hinges that way it will ,cap quite interesting though hinge way,interesting cap hinge
1247,1247,1:02:00,AJ,make people much more likely to to drag it across there if it’s clear ,make people much likely drag across clear,people make drag
78,1249,1:02:00,Jamie,yeah but you can still see things or if you had not just an activation button ,still see thing activation button,thing activation button
79,1250,1:02:00,Jamie,not an activation button but a button that made the print head come out ,activation button button made print head come,button made print
142,1253,1:02:00,Tony,yeah that's what I was thinking,wa thinking,thinking wa
80,1254,1:02:00,Jamie,a non a non clickable pen so you had to you know obviously not up there,non non clickable pen know obviously,pen clickable obviously
1257,1257,1:03:00,AJ,if you if you go like that it would sort of go out a little bit and then if you ,go would sort go little bit,sort bit little
1258,1258,1:03:00,AJ,push it up it would go out more,push would go,push go would
81,1259,1:03:00,Jamie,I mean you can still damage it,mean still damage,damage mean still
1260,1260,1:03:00,AJ,so it's a it's a dead man’s handle for a pen basically,dead man handle pen basically,man handle basically
143,1262,1:03:00,Tony,you could have a little slider on it could it could do this kind of thing round,could little slider could could kind thing round,thing slider kind
144,1265,1:03:00,Tony,one way or the other you could have sort of     ,one way could sort,sort could one
133,1266,1:03:00,Tom,yeah yeah and then and then you coul  it could just be sprung and then ,coul could sprung,coul sprung could
134,1267,1:03:00,Tom,when you put it down its held open by     ,put held open,held open put
82,1268,1:03:00,Jamie,and then any pressure on the tip,pressure tip,pressure tip
39,1272,1:03:00,Sarah,you're not going to be using it for hours on end are you it's for little ,going using hour end little,hour end little
145,1275,1:03:00,Tony,I would say long car journeys though,would say long car journey though,long car journey
83,1276,1:03:00,Jamie,you could have a      and that open up ,could open,open could
40,1277,1:03:00,Sarah,a little bit annoying on long car journeys  ,little bit annoying long car journey,journey car annoying
84,1279,1:03:00,Jamie,you could have a cap that goes like that and then you could also have the ,could cap go could also,cap also could
85,1280,1:04:00,Jamie,same spring here that any force by a certain amount would force the cap to ,spring force certain amount would force cap,force spring cap
86,1283,1:04:00,Jamie,a double action cap so you      button but it's got an override of pressure ,double action cap button got override pressure,override double action
87,1284,1:04:00,Jamie,of a certain force ,certain force,force certain
135,1287,1:04:00,Tom,I'm thinking of something a bit like the flap on a video tape,thinking something bit flap video tape,thinking video bit
1289,1289,1:04:00,AJ,uh huh what the flap?,huh flap,flap huh
146,1291,1:04:00,Tony,like a garage door type of thing,garage door type thing,door garage thing
136,1292,1:04:00,Tom,yeah push the button then it goes open,push button go open,button push open
137,1294,1:04:00,Tom,but that's probably overly complicated,probably overly complicated,complicated overly probably
43,1295,1:04:00,Robert,garage door well it could be a roller,garage door well could roller,roller garage door
138,1296,1:04:00,Tom,a roller door ,roller door,door roller
139,1299,1:04:00,Tom,yeah that's pretty much yeah,pretty much,pretty much
88,1300,1:04:00,Jamie,yeah a button here that    there's a slider that opens the pen but then ,button slider open pen,button open pen
89,1301,1:04:00,Jamie,regardless of whether you've got the button pressed down or not you press ,regardless whether got button pressed press,pressed press button
90,1302,1:05:00,Jamie,hard and it comes back down,hard come back,back hard come
91,1305,1:05:00,Jamie,so it doesn't matter if you drag it it'll just ,doe matter drag,doe drag matter
1307,1307,1:05:00,AJ,or you just keep that button pressed but ,keep button pressed,button pressed keep
92,1308,1:05:00,Jamie,yeah if you're very sort of cover that comes down,sort cover come,cover sort come
1309,1309,1:05:00,AJ,are you just whacking this pen there,whacking pen,pen whacking
93,1310,1:05:00,Jamie,it's got a cap on,got cap,cap got
94,1314,1:05:00,Jamie,very expensive budget this project,expensive budget project,budget expensive project
95,1316,1:05:00,Jamie,how much did that pen cost,much pen cost,cost pen much
44,1317,1:05:00,Robert,well about five pence or something,well five penny something,penny five something
96,1324,1:05:00,Jamie,I assume it has a cover that comes on as well,assume ha cover come well,ha cover assume
97,1329,1:05:00,Jamie,so one one pence two pence six pence,one one penny two penny six penny,penny one six
98,1331,1:06:00,Jamie,twenty pence,twenty penny,penny twenty
74,1332,1:06:00,Charles,you could put a time delay on it that's a good way of protecting it,could put time delay good way protecting,delay good time
75,1334,1:06:00,Charles,you could say it has to be in contact with the paper for a second  and then ,could say ha contact paper second,paper ha contact
76,1335,1:06:00,Charles,the thing will deployed ,thing deployed,deployed thing
99,1338,1:06:00,Jamie,and that way it’s protected from being banged,way protected banged,banged protected way
1341,1341,1:06:00,AJ,is there is there an issue anyway guys with there being or having to be ,issue anyway guy,guy issue anyway
1342,1342,1:06:00,AJ,or a benefit by having like a stand by mode so its either completely ,benefit stand mode either completely,mode stand benefit
1343,1343,1:06:00,AJ,switched off with or without the cap on it or there's like a stand by mode,switched without cap stand mode,switched stand cap
1344,1344,1:06:00,AJ,where its sort of semi warm but its ready for action quickly,sort semi warm ready action quickly,sort ready action
147,1345,1:06:00,Tony,it has a home so a docking station,ha home docking station,docking ha home
1346,1346,1:06:00,AJ,yeah nice one,nice one,nice one
148,1347,1:06:00,Tony,we could charge it in there as well plus it might be over budget but let's not ,could charge well plus might budget let u,charge budget plus
1349,1349,1:06:00,AJ,yeah so a docking station what would the docking station look like ,docking station would docking station look,docking station look
149,1351,1:06:00,Tony,well it would just be a cradle it would just be somewhere for it to live ,well would cradle would somewhere live,live cradle somewhere
150,1352,1:06:00,Tony,when you're not using it like a little protector,using little protector,protector little using
45,1356,1:07:00,Robert,a quill that means it's not something that you could put in your pencil case,quill mean something could put pencil case,put pencil quill
1359,1359,1:07:00,AJ,would it be  you're not supposed to be negative     ,would supposed negative,negative supposed would
1361,1361,1:07:00,AJ,well I think there's an issue actually there as well with children sometimes ,well issue actually well child sometimes,child issue actually
1362,1362,1:07:00,AJ,using lots of types of pens at the same time if you had written ,using lot type pen time written,type time lot
1363,1363,1:07:00,AJ,something or smudged something with some other type of pen or even ,something smudged something type pen even,smudged type pen
1366,1366,1:07:00,AJ,pencil or a crayon or something like that and then you used this on the ,pencil crayon something used,crayon pencil something
1367,1367,1:07:00,AJ,same paper would it make the print head dirty and would there need to be ,paper would make print head dirty would need,head make print
1368,1368,1:07:00,AJ,some way of cleaning the print head potentially or would it be good to ,way cleaning print head potentially would good,print potentially cleaning
1369,1369,1:07:00,AJ,have some way of cleaning the print head?,way cleaning print head,cleaning head print
1371,1371,1:07:00,AJ,like we could have a cap on it that actually sort of goes past it,could cap actually sort go past,past sort cap
100,1372,1:07:00,Jamie,is there any danger if you got ink from another pen or paint can it short ,danger got ink another pen paint short,paint ink pen
140,1375,1:08:00,Tom,it won't short it but it might burn into the head so,short might burn head,burn head short
151,1376,1:08:00,Tony,the good thing you could clean this you can get ,good thing could clean get,good thing clean
141,1377,1:08:00,Tom,a crayon would be all right because that would melt,crayon would right would melt,crayon melt right
1381,1381,1:08:00,AJ,that's alright no problem,alright problem,alright problem
152,1384,1:08:00,Tony,you can clean it but I’ve  got a way of cleaning it with a  knife ,clean got way cleaning knife,knife clean cleaning
142,1385,1:08:00,Tom,but paint would be a problem wouldn't it you'd imagine that ,paint would problem would imagine,imagine paint problem
153,1386,1:08:00,Tony,you could clean it off but you couldn't get the kids to do it,could clean could get kid,clean kid could
154,1388,1:08:00,Tony,unless you er unless you did it automatically,unless er unless automatically,automatically er unless
101,1389,1:08:00,Jamie,I mean if you leave the top off that for twenty minutes it dries out,mean leave top twenty minute dry,top twenty dry
102,1392,1:08:00,Jamie,yes we could just up the age limit it's not a problem,could age limit problem,age problem limit
1393,1393,1:08:00,AJ,do we want to did you write cleaning down,want write cleaning,cleaning write want
103,1395,1:09:00,Jamie,OK want to do some more detail a bit more mechanism,ok want detail bit mechanism,mechanism bit detail
1396,1396,1:09:00,AJ,have we got enough on this the last one here exactly when     ,got enough last one exactly,last got enough
104,1397,1:09:00,Jamie,well we we've got various things haven't we? we just have to contact it,well got various thing contact,thing contact various
105,1399,1:09:00,Jamie,pressure contacts or its got to be got to be depressed,pressure contact got got depressed,contact depressed pressure
106,1401,1:09:00,Jamie,imagine you have piece of metal,imagine piece metal,imagine metal piece
107,1403,1:09:00,Jamie,spring switch,spring switch,spring switch
1404,1404,1:09:00,AJ,is there a     could you measure I'm thinking of for example if a child ,could measure thinking example child,measure thinking child
1405,1405,1:09:00,AJ,decides to try to write on his clothes or on their skin or whatever,decides write clothes skin whatever,skin clothes decides
1407,1407,1:09:00,AJ,erm it may not be such a good idea ,erm may good idea,erm good idea
1409,1409,1:09:00,AJ,is there a way we could,way could,could way
1411,1411,1:09:00,AJ,is there a way that you could,way could,could way
1413,1413,1:09:00,AJ,erm potentially feedback how quick the how quick the head cools down if ,erm potentially feedback quick quick head cool,quick potentially cool
1414,1414,1:11:00,AJ,its on the actual paper its supposed to be on versus if it was on some ,actual paper supposed versus wa,versus supposed actual
1415,1415,1:11:00,AJ,different media sort of ,different medium sort,medium sort different
155,1416,1:11:00,Tony,I think that's I think that's really for Monday,really monday,monday really
143,1421,1:11:00,Tom,how hot does it get,hot doe get,doe hot get
156,1424,1:11:00,Tony,err    it does get quite hot well ,err doe get quite hot well,hot doe err
157,1426,1:11:00,Tony,the tiny dots can get quite hot,tiny dot get quite hot,hot dot tiny
158,1428,1:11:00,Tony,and there's next to no thermal lapse so they cold again very quickly,next thermal lapse cold quickly,quickly thermal cold
144,1431,1:11:00,Tom,if you wear it on your skin it would just be       ,wear skin would,skin wear would
159,1433,1:11:00,Tony,we need to test this but I ,need test,test need
145,1435,1:11:00,Tom,anyone volunteer?,anyone volunteer,volunteer anyone
108,1437,1:11:00,Jamie,I think it’s one that plays with the concept,one play concept,concept play one
1443,1443,1:11:00,AJ,but having said sorry Tony ,said sorry tony,tony said sorry
160,1444,1:11:00,Tony,well there's potential for a safety issue but at the moment I think there ,well potential safety issue moment,safety potential issue
161,1445,1:11:00,Tony,might not be one we need to find out,might one need find,find might need
162,1447,1:11:00,Tony,erm but I don't think we should let that cloud what we're doing here,erm let cloud,cloud erm let
163,1449,1:11:00,Tony,but where you're going trying to detect a cooling rate from the media ,going trying detect cooling rate medium,cooling rate detect
164,1450,1:11:00,Tony,that you've been in contact with can be a very hard thing to do but ,contact hard thing,contact hard thing
165,1451,1:11:00,Tony,detecting the media or detecting that you're on some kind of media ,detecting medium detecting kind medium,detecting medium kind
166,1453,1:11:00,Tony,or holding station or something cos it could be sold as it could be a thing ,holding station something co could sold could thing,station sold thing
167,1454,1:11:00,Tony,you put your special media on or ,put special medium,medium put special
168,1457,1:11:00,Tony,and we could either detect that or we could look for translucent dots ,could either detect could look translucent dot,dot translucent detect
169,1458,1:11:00,Tony,buried in the media or something,buried medium something,buried medium something
146,1459,1:11:00,Tom,or you could they you could a they could be like er beads switches you can ,could could could er bead switch,bead switch er
147,1460,1:11:00,Tom,only write on a magnetic plate isn't it,write magnetic plate,magnetic plate write
170,1461,1:11:00,Tony,yeah you could do that or looking for a signal or,could looking signal,signal could looking
171,1463,1:11:00,Tony,or detecting a change     ,detecting change,change detecting
172,1465,1:11:00,Tony, yeah its more systemy I guess beyond the actual pen you could ,systemy guess beyond actual pen could,pen systemy actual
173,1466,1:12:00,Tony,imagine all sorts of systems where,imagine sort system,imagine sort system
148,1468,1:12:00,Tom,you're tied you're tied to the media anyway so it’s not really,tied tied medium anyway really,tied medium anyway
174,1469,1:12:00,Tony,erm yeah you're probably not constrained because you unless you are ,erm probably constrained unless,constrained erm probably
175,1470,1:12:00,Tony,detecting something special about the media which you might want to do ,detecting something special medium might want,special detecting medium
176,1472,1:12:00,Tony,the effects of the media then it would work on any thermal media or ,effect medium would work thermal medium,medium thermal effect
177,1477,1:12:00,Tony,fax machines,fax machine,fax machine
1478,1478,1:12:00,AJ,shall we move onto  sorry Jamie     ,shall move onto sorry jamie,move jamie onto
109,1479,1:12:00,Jamie,I was just going to say yeah I think we should concentrate on what the ,wa going say concentrate,concentrate wa going
110,1480,1:12:00,Jamie,mechanism might look like,mechanism might look,mechanism look might
111,1482,1:12:00,Jamie,the      thermal pen cos I think we can spend quite a lot of time,thermal pen co spend quite lot time,lot pen thermal
1484,1484,1:12:00,AJ,so in terms of the actual mechanism we've explored some different angles ,term actual mechanism explored different angle,mechanism term actual
