id,text,confidence,speakerId,language,adjustedStart,adjustedEnd,start,end
827,"about that. Just sort of the.I know it is probably off topic,but only serve the usefulness I know I'm just I'm just trying to think about what.What the pen does really?If it's if it's a,if it's fun. It's gonna do.Original features yeah. Many features are free sometime",0.7564,4,en-US,0:49:03.27,0:49:32.62,0:49:03.27,0:49:04.8
834,I think it might self regulate.I think people might visit,0.8198,2,en-US,0:49:32.69,0:49:36.16,0:49:32.69,0:49:33.982
836,"around funders of work. Personal use it,mostly",0.7007,5,en-US,0:49:36.17,0:49:41.04,0:49:36.17,0:49:40.596
838,you think that's funny.,0.7277,2,en-US,0:49:41.13,0:49:42.19,0:49:41.13,0:49:42.19
839,That would be that it would be more fun if if you could get something you know.If you can get. Baseline or yeah yeah yeah yeah and then.Topic you,0.8692,4,en-US,0:49:43.77,0:49:57.96,0:49:43.77,0:49:48.01
842,you had a drawing down Internet connected purpose?Or is,0.7276,2,en-US,0:49:57.97,0:50:02.11,0:49:57.97,0:50:01.723
844,it kind of contract that is similar bands?This I've seen some of these crates where essentially got this kind of loop it so that you hold it with your index finger actually through this.Sports restaurant,0.6964,6,en-US,0:50:02.12,0:50:18.72,0:50:02.12,0:50:04.38
847,so you're almost wearing like a glove.Boards,0.6806,2,en-US,0:50:21.27,0:50:25.67,0:50:21.27,0:50:25.2
849,"like his sort of ring on your finger and attached to it,but it forces you to hold it in a very specific way.",0.7919,6,en-US,0:50:25.7,0:50:31.49,0:50:25.7,0:50:28.899
851,Messaging is that it's sort of like a could be like a senior public.There might be funding exactly.,0.7582,4,en-US,0:50:33,0:50:40.84,0:50:33,0:50:36.2
853,But I,0.9252,2,en-US,0:50:44.07,0:50:44.62,0:50:44.07,0:50:44.62
854,think I think it's,0.9035,6,en-US,0:50:44.63,0:50:47,0:50:44.63,0:50:47
855,a help regulate language that was also playing quite well with this sort of cyber view of,0.66,2,en-US,0:50:47.01,0:50:51.33,0:50:47.01,0:50:51.33
856,her packing. Your wrist and,0.641,6,en-US,0:50:51.34,0:50:53.03,0:50:51.34,0:50:53.03
857,"cyber arm isn't it? Evil Emperor Star Wars movie.Give this man. Briefly, before we move on to the next part is the issue of left and right handedness.How are we going to resolve that?Since people be right handed so it used",0.6201,2,en-US,0:50:53.96,0:51:26.4,0:50:53.96,0:51:09.91
861,to be?,0.9003,4,en-US,0:51:26.41,0:51:26.62,0:51:26.41,0:51:26.62
862,They used to do the fifth time,0.6826,3,en-US,0:51:28.09,0:51:30.27,0:51:28.09,0:51:30.27
863,left.,0.6254,4,en-US,0:51:30.28,0:51:30.55,0:51:30.28,0:51:30.55
864,"Generation. Well, I guess this month.It doesn't matter because as long as you've got.Some of your features that can be.You have mirrored features that make some redundant each side.You could hold it like that.You've got some area to work with and then you have to keep the idea of the mirror image.It was quite good.",0.733,2,en-US,0:51:39.34,0:52:04.31,0:51:39.34,0:51:44.53
871,And they didn't do it.And then they have to look for two,0.8128,4,en-US,0:52:06.11,0:52:08.96,0:52:06.11,0:52:07.55
873,"different teams. In fact, in some ways you you should think about the fact that it isn't even a pen because the pen you you always learn to write fromleft to right where you left handed or right handed.So actually what you end up doing with left handed people is just much overview over your work,which",0.7656,2,en-US,0:52:08.97,0:52:24.94,0:52:08.97,0:52:16.826
877,is a problem. But actually with,0.7351,7,en-US,0:52:24.95,0:52:26.96,0:52:24.95,0:52:26.96
878,"this you're dragging it, you're not pushing it higher.Most people will drag it.You will have to drag it over.The past year, ownership will be tracked.But yeah,",0.7811,2,en-US,0:52:26.97,0:52:39.75,0:52:26.97,0:52:30.59
883,it's interesting point.,0.9343,5,en-US,0:52:39.76,0:52:40.78,0:52:39.76,0:52:40.78
884,'cause,0.8693,4,en-US,0:52:42.43,0:52:42.68,0:52:42.43,0:52:42.68
885,"you want to design them to sort of force people to drag it,which is not something you do with a pen generation.We might be the master plan,you don't you? You tend to drop.Yeah, tell them are painted right,yeah? So I'm saying the analogy is actually not teaching people to write is not really valid.When is this sense that when you're writing,you're not actually dragging? Usually from issue right now?Yes, you are probably right.I think you're right.",0.791,2,en-US,0:52:42.69,0:53:06.78,0:52:42.69,0:52:45.51
895,So did they do,0.7572,7,en-US,0:53:09.31,0:53:10.06,0:53:09.31,0:53:10.06
896,this?,0.8285,2,en-US,0:53:10.89,0:53:11.18,0:53:10.89,0:53:11.18
897,It's on,0.766,6,en-US,0:53:13.21,0:53:13.52,0:53:13.21,0:53:13.52
898,the left.,0.8158,7,en-US,0:53:13.53,0:53:14.11,0:53:13.53,0:53:14.11
899,His Commission.,0.7143,5,en-US,0:53:17.58,0:53:18.28,0:53:17.58,0:53:18.28
900,"Well, not now.",0.6063,4,en-US,0:53:21.17,0:53:22.12,0:53:21.17,0:53:22.12
901,Tom. Just 'cause that.,0.8463,6,en-US,0:53:25.43,0:53:27.9,0:53:25.43,0:53:27.9
902,"It is recommended that you do that.Last place is not, yet you still.",0.7495,4,en-US,0:53:29.42,0:53:35.39,0:53:29.42,0:53:33.247
904,Buy,0.5573,2,en-US,0:53:37.56,0:53:37.79,0:53:37.56,0:53:37.79
905,two sets.,0.78,6,en-US,0:53:37.8,0:53:38.56,0:53:37.8,0:53:38.56
906,"Yeah, it's not. It's not really for",0.8048,4,en-US,0:53:39.28,0:53:41.17,0:53:39.28,0:53:41.17
907,"school. In my school, no.So everybody had the Red Fountain pen and especially with green",0.6745,2,en-US,0:53:41.18,0:53:48.02,0:53:41.18,0:53:44.89
909,cards down because I was left handed.,0.7371,7,en-US,0:53:48.03,0:53:49.6,0:53:48.03,0:53:49.6
910,I have a spot.,0.7823,6,en-US,0:53:52.72,0:53:53.33,0:53:52.72,0:53:53.33
911,"OK,",0.6808,3,en-US,0:53:55.56,0:53:55.91,0:53:55.56,0:53:55.91
912,it's cool.,0.7218,4,en-US,0:53:55.92,0:53:56.43,0:53:55.92,0:53:56.43
913,Welcome,0.8379,1,en-US,0:53:59.05,0:53:59.46,0:53:59.05,0:53:59.46
914,to home. Google to,0.6888,2,en-US,0:53:59.47,0:54:02.22,0:53:59.47,0:54:02.22
915,"talk about systems do with mechanics.Physical switch. Yeah, but protecting the",0.8242,7,en-US,0:54:03.79,0:54:13.25,0:54:03.79,0:54:08.18
917,"printer, which I don't really know very much about that point,but as it is it it might be a",0.7783,2,en-US,0:54:13.26,0:54:21.53,0:54:13.26,0:54:18.05
919,nuisance or,0.8011,7,en-US,0:54:21.54,0:54:22.86,0:54:21.54,0:54:22.86
920,bad thing to have the print out Jensen down at the bottom of this.Most of the time you catch on things.,0.8085,5,en-US,0:54:22.87,0:54:29.26,0:54:22.87,0:54:26.884
922,Yeah so.,0.8304,4,en-US,0:54:31.05,0:54:32.54,0:54:31.05,0:54:32.54
923,"Press there is something else and rounded love for solutions in French as they age,causes quizlet to come down.Yes, it applies here as it comes under current asset which made",0.7612,2,en-US,0:54:34.43,0:54:47.8,0:54:34.43,0:54:41.002
926,its carriage be strong also.,0.7589,5,en-US,0:54:47.81,0:54:50.22,0:54:47.81,0:54:50.22
927,Comes down.,0.8641,4,en-US,0:54:53.2,0:54:53.67,0:54:53.2,0:54:53.67
928,Nothing burger.,0.5377,2,en-US,0:54:55.75,0:54:56.56,0:54:55.75,0:54:56.56
929,Now that,0.7861,1,en-US,0:54:59.62,0:55:00.07,0:54:59.62,0:55:00.07
930,"the other is sort of side,this is it, could you not?What you do is very similar to very similar to that.You just if you if.If you have your print head and you've got",0.7507,4,en-US,0:55:00.08,0:55:18.07,0:55:00.08,0:55:01.44
935,"your, you've got your spring.And you've got. Switch",0.7766,2,en-US,0:55:18.08,0:55:24.73,0:55:18.08,0:55:21.83
937,or something here. And you've got.A case,0.8474,7,en-US,0:55:24.74,0:55:31.45,0:55:24.74,0:55:30.88
939,"there, and then when you you can only push,there's you can. When you push this up so that all the faces are touching,",0.8835,4,en-US,0:55:31.46,0:55:40.79,0:55:31.46,0:55:36.043
941,that's when the switch goes up.So you get so,0.8394,7,en-US,0:55:40.8,0:55:47.42,0:55:40.8,0:55:45.27
943,So what this is is is maybe this isn't?,0.8656,4,en-US,0:55:47.43,0:55:50.24,0:55:47.43,0:55:50.24
944,And. Susceptible to noxon things because it's on the spring and I meant it and you put it protected with the edges of kids.But the other thing is saying the opposite of this being in these two things being more springs.,0.7736,7,en-US,0:55:51.85,0:56:05.33,0:55:51.85,0:56:00.11
946,That Wendy's get pushed back to bring that and they switched over the last,0.7603,2,en-US,0:56:06.74,0:56:11.37,0:56:06.74,0:56:11.37
947,year. Matter is a little better,0.5955,4,en-US,0:56:11.38,0:56:13.9,0:56:11.38,0:56:13.9
948,"'cause it's not protected, but yeah,she. Here.",0.8453,2,en-US,0:56:13.91,0:56:19.53,0:56:13.91,0:56:17.27
950,Sorry.,0.8214,4,en-US,0:56:24.69,0:56:25.03,0:56:24.69,0:56:25.03
951,"Yeah, you need to stop the printer",0.8286,7,en-US,0:56:27.83,0:56:29.64,0:56:27.83,0:56:29.64
952,going sideways 'cause you wanted to travel.Forwards or it's going up direction.You don't want people to know that that's an interesting for Wales on the side to Matthew.,0.8201,2,en-US,0:56:29.77,0:56:41.02,0:56:29.77,0:56:34.07
955,Maybe something?,0.6733,5,en-US,0:56:43.92,0:56:44.68,0:56:43.92,0:56:44.68
956,Do to produce interesting facts.Really distorted :) yes. Someone can let it,0.8314,7,en-US,0:56:46.84,0:56:54.94,0:56:46.84,0:56:50.37
958,go. But what if what if?,0.766,2,en-US,0:56:54.95,0:56:58.23,0:56:54.95,0:56:58.23
959,Health health plan. Brother calling until,0.6131,7,en-US,0:56:59.34,0:57:03.58,0:56:59.34,0:57:03.58
960,"this is witness across the Bear,thinking polling it that way.Providing a boost. Alright, let's try.It",0.6983,2,en-US,0:57:03.59,0:57:16.4,0:57:03.59,0:57:05.97
964,"is sort of like a.It's like a calligraphy pen,isn't it? 'cause he got fixed,you get thick and thin because you yeah,because you're going into action.Yeah,",0.8574,4,en-US,0:57:16.41,0:57:25,0:57:16.41,0:57:17.09
970,"yeah. So we went to the next bit.Did you write it down?Because sketch of it. Well,how do you want me to write it down?Words",0.7527,2,en-US,0:57:25.19,0:57:37.25,0:57:25.19,0:57:28.31
975,"to explain it. What was it?Withdrawing printed for 9 news.Yeah, so",0.7949,7,en-US,0:57:37.26,0:57:46.79,0:57:37.26,0:57:39.19
978,well yeah well it's a cheap business.,0.6861,4,en-US,0:57:46.8,0:57:48.79,0:57:46.8,0:57:48.79
979,She said that she yeah.Floor could be deployed on contact.TH select chief.,0.8151,7,en-US,0:57:50.34,0:58:00.65,0:57:50.34,0:57:54.74
982,Only if you can find,0.7581,6,en-US,0:58:03.99,0:58:05.19,0:58:03.99,0:58:05.19
983,it.,0.8112,-1,en-US,0:58:05.2,0:58:05.27,0:58:05.2,0:58:05.27
984,Probably OK.,0.7238,7,en-US,0:58:11.2,0:58:13.2,0:58:11.2,0:58:13.2
985,I'm going to look at is,0.8226,2,en-US,0:58:15.13,0:58:16.64,0:58:15.13,0:58:16.64
986,quickly,0.597,7,en-US,0:58:17.21,0:58:17.6,0:58:17.21,0:58:17.6
987,on. Two,0.6683,1,en-US,0:58:17.61,0:58:19.63,0:58:17.61,0:58:19.63
988,pros want us over pressurizing.Their friends,0.6281,2,en-US,0:58:19.64,0:58:22.78,0:58:19.64,0:58:22.4
990,"had on the paper or views of the pen.So somebody could go about that.Yeah, that would probably break it and.The ship doesn't fix that with it unless she doesn't make sense,no, if you got that,yeah, we hit pretty hard,whereas the other way around.Yeah, what's going on? The case was working there.So yeah,",0.7412,7,en-US,0:58:22.79,0:58:51.32,0:58:22.79,0:58:25.84
999,"she's still spring. That's a lot of spring and the things bottled up.Yeah, so it's fixed. There's more",0.7529,2,en-US,0:58:51.33,0:58:58.47,0:58:51.33,0:58:56.13
1001,"trouble, you smash down. Yeah,that means you gotta move both.Yeah,",0.7831,7,en-US,0:58:58.48,0:59:02.95,0:58:58.48,0:59:00.527
1004,that's right yeah. So this is what I suggest is that this move,0.8639,4,en-US,0:59:02.96,0:59:07.04,0:59:02.96,0:59:07.04
1005,"back. Yeah, it's it to start just as a switch,whereas the other alternative is adapting with that.So especially could design A conceptual one could only that it could only go to certain speed back.So if you want if you just read that lab and will go back quite slowly,but if he was too quickly done,yeah,",0.8154,7,en-US,0:59:07.05,0:59:30,0:59:07.05,0:59:12.185
1011,"well, you can. You can have them both",0.7198,2,en-US,0:59:30.01,0:59:31.19,0:59:30.01,0:59:31.19
1012,moving back and you can have,0.7782,4,en-US,0:59:31.2,0:59:32.36,0:59:31.2,0:59:32.36
1013,your balance springs and things like that.,0.7464,7,en-US,0:59:32.39,0:59:33.84,0:59:32.39,0:59:33.84
1014,And that's,0.8046,2,en-US,0:59:38.99,0:59:39.41,0:59:38.99,0:59:39.41
1015,something magical.,0.6663,4,en-US,0:59:39.42,0:59:40.52,0:59:39.42,0:59:40.52
1016,Which could be quite simple.Remains then find a worker.,0.7969,7,en-US,0:59:42.23,0:59:46.2,0:59:42.23,0:59:44.274
1018,Fiscus this customer. Needs,0.709,3,en-US,0:59:48.32,0:59:52.78,0:59:48.32,0:59:52.78
1019,to be a leaky syringe and then hang,0.7743,2,en-US,0:59:52.79,0:59:56.66,0:59:52.79,0:59:56.66
1020,it down. It's,0.6915,3,en-US,0:59:56.67,0:59:57.69,0:59:56.67,0:59:57.69
1021,effectively solid,0.7786,4,en-US,0:59:57.7,0:59:58.82,0:59:57.7,0:59:58.82
1022,least.,0.8844,2,en-US,0:59:59.29,0:59:59.9,0:59:59.29,0:59:59.9
1023,Nikki Sims,0.5621,7,en-US,1:00:02.6,1:00:03.42,1:00:02.6,1:00:03.42
1024,spell,0.6295,4,en-US,1:00:06.59,1:00:06.85,1:00:06.59,1:00:06.85
1025,checker.,0.6733,2,en-US,1:00:06.86,1:00:07.3,1:00:06.86,1:00:07.3
1026,Laser,0.609,5,en-US,1:00:10.21,1:00:10.6,1:00:10.21,1:00:10.6
1027,light yes. Made in China so it's alright.,0.7155,7,en-US,1:00:10.61,1:00:19.04,1:00:10.61,1:00:19.04
1028,"So this piece of metal plastic,great see",0.722,2,en-US,1:00:20.47,1:00:23.64,1:00:20.47,1:00:22.762
1030,it.,0.8607,1,en-US,1:00:23.65,1:00:23.92,1:00:23.65,1:00:23.92
1031,Any,0.6984,7,en-US,1:00:26.79,1:00:27.14,1:00:26.79,1:00:27.14
1032,other ways in which we can try?I mean we could put a cap over it.,0.755,2,en-US,1:00:27.15,1:00:29.92,1:00:27.15,1:00:28.33
1034,"It's way too late. Yes.Yeah, what about capital spending cap?It comes out the way.Slaughter it could also turn off the comforting come.",0.7551,7,en-US,1:00:34.36,1:00:59.37,1:00:34.36,1:00:37.64
1038,Paris.,0.4931,2,en-US,1:01:13.53,1:01:13.91,1:01:13.53,1:01:13.91
1039,Do you get scammers?,0.7131,4,en-US,1:01:16.46,1:01:17.39,1:01:16.46,1:01:17.39
1040,This will listen this to,0.6719,3,en-US,1:01:18.94,1:01:19.92,1:01:18.94,1:01:19.92
1041,America. You know he's gonna get,0.6931,2,en-US,1:01:19.93,1:01:21.49,1:01:19.93,1:01:21.49
1042,"completely lost in translation. Quite interesting.That way it will make people much more likely to drag it.Mostly if it's clear as well.Yeah, you can still see things,or",0.7509,7,en-US,1:01:21.5,1:01:46.33,1:01:21.5,1:01:37.54
1047,"if you had not just an activist,not loud mission",0.7419,2,en-US,1:01:46.34,1:01:48.63,1:01:46.34,1:01:47.86
1049,"button, but a button that may become head come out.Like a. Non non clickable pain.So we had to you know obviously not there but then yeah you can only write when it wasn't able to.",0.754,7,en-US,1:01:48.64,1:02:01.69,1:01:48.64,1:01:52.83
1052,"If you go like that,",0.7946,2,en-US,1:02:03.12,1:02:04.03,1:02:03.12,1:02:04.03
1053,they would sort of go out a little bit and then if you push down here,0.7805,7,en-US,1:02:04.24,1:02:08.644,1:02:04.24,1:02:08.644
1054,you.,0.7629,-1,en-US,1:02:08.59,1:02:08.85,1:02:08.59,1:02:08.85
1055,we have,0.7805,7,en-US,1:02:08.708,1:02:09.155,1:02:08.708,1:02:09.155
1056,So it's,0.7771,2,en-US,1:02:09,1:02:09.319,1:02:09,1:02:09.319
1057,more,0.7805,7,en-US,1:02:09.219,1:02:09.474,1:02:09.219,1:02:09.474
1058,a two.,0.7771,2,en-US,1:02:09.364,1:02:09.638,1:02:09.364,1:02:09.638
1059,damage,0.7805,7,en-US,1:02:09.538,1:02:09.921,1:02:09.538,1:02:09.921
1060,It's a,0.7771,2,en-US,1:02:09.683,1:02:09.957,1:02:09.683,1:02:09.957
1061,with,0.7805,7,en-US,1:02:09.985,1:02:10.24,1:02:09.985,1:02:10.24
1062,death,0.7771,2,en-US,1:02:10.002,1:02:10.23,1:02:10.002,1:02:10.23
1063,"manhandled apparently. It could do this kind of thing around here.Yeah, and then and then you can just be sprung and then when you put it down it's it's held open by political analysts.And",0.7267,7,en-US,1:02:10.24,1:02:32.07,1:02:10.24,1:02:17.62
1066,any pressure on it.,0.7107,2,en-US,1:02:32.08,1:02:33.1,1:02:32.08,1:02:33.1
1067,"Right, yeah? Not really using it for hours on end.Yeah. Dow Jones so you could have a button that opened up.Whatever they. Yeah, look it up the cap and then you could also have the same string on here that any sort of other server might boost.Captain shut again. Double action.But it's an overlay of pressure #7 force.Yes, on the film. I'm thinking something but like a like on the video today.For the flat. Yeah, push the button on the side and it goes open.But yeah, it's probably only.So from the code still think there could be another type.She pulled up and then over on the other side.Yeah, that's pretty much it was.Yeah you ever could have a button here that.Become slider that opens the pain or then regardless we got the button.Press that or not place hard comes back then yeah so it doesn't matter if you try it.Yeah, so cover that comes down.Rafting is Canada. See expenses budgets.Godzilla signs up. And. Well.300 it's not refillable.",0.7041,7,en-US,1:02:35.88,1:04:47.02,1:02:35.88,1:02:42.44
1085,That's nice.,0.9454,2,en-US,1:04:50.85,1:04:51.62,1:04:50.85,1:04:51.62
1086,This woman.,0.8552,6,en-US,1:04:52.87,1:04:54.39,1:04:52.87,1:04:54.39
1087,"So one one page, two",0.7754,1,en-US,1:04:55.88,1:05:00.23,1:04:55.88,1:05:00.23
1088,"pants, maybe",0.8416,6,en-US,1:05:00.24,1:05:01.42,1:05:00.24,1:05:01.42
1089,six pants. What,0.7398,4,en-US,1:05:01.43,1:05:06.19,1:05:01.43,1:05:06.19
1090,time delay on it? That's a good way of protecting it.You can say that it has to be in contact with the paper.And then transfer thing deployed.,0.8178,2,en-US,1:05:06.2,1:05:15.41,1:05:06.2,1:05:08.83
1093,"Wait,",0.4823,3,en-US,1:05:17.25,1:05:17.67,1:05:17.25,1:05:17.67
1094,it's protected from being banned.Mystery,0.8539,4,en-US,1:05:18.78,1:05:22.65,1:05:18.78,1:05:22.17
1096,"show anyway guys with. They're being having to be or there could be benefit by having like a standby mode,so it's either completely switched off with or without the cap on it,and there's like a standby mode where it's sort of semi war,but it's ready for action quickly.",0.7255,2,en-US,1:05:22.66,1:05:39.71,1:05:22.66,1:05:30.38
1100,Because at home. So,0.8237,1,en-US,1:05:41.07,1:05:43.67,1:05:41.07,1:05:43.67
1101,"don't station, yeah,",0.8477,2,en-US,1:05:43.83,1:05:45.76,1:05:43.83,1:05:45.76
1102,not sure we could charge it in there as well.This will worry,0.6862,7,en-US,1:05:46.03,1:05:50.67,1:05:46.03,1:05:50.2
1104,"about that. Yeah, so docking station.What would the docking station do apart from China just being cradled just be somewhere to live and using it",0.8441,2,en-US,1:05:50.68,1:05:59.73,1:05:50.68,1:05:54.52
1106,protected.,0.8748,1,en-US,1:06:00.68,1:06:01.32,1:06:00.68,1:06:01.32
1107,Stating clearly,0.6489,4,en-US,1:06:04.12,1:06:05.04,1:06:04.12,1:06:05.04
1108,that means it's not.,0.764,6,en-US,1:06:05.7,1:06:06.47,1:06:05.7,1:06:06.47
1109,Would it be true? You're not special.Exactly.,0.7798,7,en-US,1:06:08.53,1:06:14.11,1:06:08.53,1:06:13.73
1111,"Well, I think there's an issue actually as well with children sometimes using lots of different types of pens at the same time,if you had. Written something will smoke something with some other type of pen or even a pencil or crayon or something like that.And then you use this on the same paper.We can make the print at 30 and would need to be some way of cleaning it with different.Potentially for would it be good to have a way of cleaning the print head?Like if you have a cap on it actually.Sort of goes past it.Is there any danger got ink from another can of paint that shot?But it never works. The good thing is so cleaning.You can play",0.8376,2,en-US,1:06:16.44,1:07:13.13,1:06:16.44,1:06:23.22
1121,on mobile right now.,0.6265,4,en-US,1:07:13.14,1:07:14.47,1:07:13.14,1:07:14.47
1122,"Smell. Yeah, that's my pimple.OK, yeah you should think about.Scraping.",0.7335,2,en-US,1:07:18.07,1:07:30.83,1:07:18.07,1:07:21.08
1125,But so but wet,0.7705,7,en-US,1:07:35.49,1:07:37.14,1:07:35.49,1:07:37.14
1126,"but paper before you imagine,",0.6904,4,en-US,1:07:37.15,1:07:40.5,1:07:37.15,1:07:40.5
1127,"you could clean it off,but. OK, unless you mean.In the docking station, TV,top of that 20 minutes",0.6744,2,en-US,1:07:40.55,1:07:51.51,1:07:40.55,1:07:41.55
1131,yeah.,0.9316,4,en-US,1:07:52.34,1:07:52.79,1:07:52.34,1:07:52.79
1132,The,0.7998,1,en-US,1:07:54.83,1:07:55,1:07:54.83,1:07:55
1133,"biggest stage do we want to do right cleaning then yeah.Gotta do some more detail about work.Mechanism have we got enough on this?The last one here with effecting when or when not printed fine.Well, we've got various things and we just have a contact there",0.7018,2,en-US,1:07:55.01,1:08:15.49,1:07:55.01,1:08:01.35
1138,you know. Pressure,0.7749,1,en-US,1:08:16.34,1:08:18.83,1:08:16.34,1:08:18.83
1139,contact so it's gotta be pretty depressed.Haven't had these metal,0.8036,2,en-US,1:08:18.84,1:08:24.54,1:08:18.84,1:08:23.53
1141,hitch spring,0.6945,5,en-US,1:08:24.55,1:08:25.82,1:08:24.55,1:08:25.82
1142,spring spring,0.7133,4,en-US,1:08:25.83,1:08:27.02,1:08:25.83,1:08:27.02
1143,"storage. In this specific embodiment of that,really put together,",0.7565,6,en-US,1:08:27.03,1:08:32.17,1:08:27.03,1:08:30.85
1145,"is there a? Could you measure?I'm thinking of, for example,if the child decides to try to write on this clothes or or the skin or what.May not be such a good idea,you know. Is there a way of branding?Is there way that you can?",0.8286,2,en-US,1:08:32.68,1:08:50.49,1:08:32.68,1:08:37.206
1151,It seems like it's not,0.7952,3,en-US,1:08:51.81,1:08:52.69,1:08:51.81,1:08:52.69
1152,"quickly. It's on the actual page.Versus if it was on some different media,so it's a sort of thing that maybe for Monday,OK.",0.8018,2,en-US,1:08:52.7,1:09:04.45,1:08:52.7,1:08:56.18
1156,This is.,0.8149,4,en-US,1:09:06.28,1:09:06.76,1:09:06.28,1:09:06.76
1157,Uhm?,0.3517,6,en-US,1:09:08.73,1:09:09.39,1:09:08.73,1:09:09.39
1158,They just get caught up will leave.If you,0.6796,2,en-US,1:09:14.63,1:09:19.83,1:09:14.63,1:09:16.26
1160,get cold again very,0.644,5,en-US,1:09:22.17,1:09:23.07,1:09:22.17,1:09:23.07
1161,"quickly, so if you really if you",0.8534,2,en-US,1:09:23.08,1:09:25.7,1:09:23.08,1:09:25.7
1162,wrote on your skin it would just be first.,0.8101,4,en-US,1:09:25.71,1:09:29.08,1:09:25.71,1:09:29.08
1163,Test this. Sorry,0.7281,3,en-US,1:09:33.69,1:09:40.55,1:09:33.69,1:09:40.55
1164,if this.,0.8015,4,en-US,1:09:40.56,1:09:41.19,1:09:40.56,1:09:41.19
1165,Love the concept. Yeah yeah.But it works. Do you want to do?Please contact list Central for safety issue.At the moment I think there might not be what,0.7679,2,en-US,1:09:42.79,1:09:56.11,1:09:42.79,1:09:46.29
1169,"we need to find out.Yeah, but I don't think we should let that cloud.We're doing",0.8164,5,en-US,1:09:56.22,1:10:00.27,1:09:56.22,1:09:57.3
1172,"no, but where you going?Trying to detect killing rate from media in contact with family.Very hard thing",0.7969,2,en-US,1:10:00.84,1:10:09.95,1:10:00.84,1:10:05.38
1175,"to do but detecting the media or detecting that we are on some kind of media.Yeah, holding station or something 'cause it could be sold as there could be a thing he put your special media or whatever.Yeah and then we can only detect that so we could look for.Translucent dots buried in the media.Or",0.7733,5,en-US,1:10:09.96,1:10:33.8,1:10:09.96,1:10:17.28
1180,"is it you did? Yeah you can only.Maybe there could be like a Reed switch in,equally bright when you're on a magnetic plate",0.6728,4,en-US,1:10:33.81,1:10:43.63,1:10:33.81,1:10:37.84
1183,"or something. Yeah, it could",0.5784,2,en-US,1:10:43.64,1:10:44.61,1:10:43.64,1:10:44.61
1184,"be double yes. Still looking for a signal,",0.6711,5,en-US,1:10:44.62,1:10:47.07,1:10:44.62,1:10:47.07
1185,yeah?,0.8428,4,en-US,1:10:47.1,1:10:47.66,1:10:47.1,1:10:47.66
1186,"This is why it's on.Yes, most system mean, I guess beyond the actual pen.You",0.7636,2,en-US,1:10:49.94,1:11:00.13,1:10:49.94,1:10:50.84
1189,could imagine all sorts of systems.,0.7842,5,en-US,1:11:00.14,1:11:01.99,1:11:00.14,1:11:01.99
1190,"You talked to that. You talked to the media anyway,so.",0.7632,4,en-US,1:11:03.93,1:11:05.68,1:11:03.93,1:11:05.51
1192,"Yeah, no surprise,",0.7139,2,en-US,1:11:07.66,1:11:10.34,1:11:07.66,1:11:10.34
1193,unless you are detecting something special about the media which.Then it would work on anything or media.,0.6842,5,en-US,1:11:11.4,1:11:21.83,1:11:11.4,1:11:15.05
1195,You know that's not common.,0.8322,2,en-US,1:11:23.29,1:11:24.74,1:11:23.29,1:11:24.74
1196,"Little Princess. Issues, so",0.7893,5,en-US,1:11:26.09,1:11:30.01,1:11:26.09,1:11:30.01
1197,"we move on to sort of generally positive city.I think costume. What mechanism makes it look like it might work?Yeah, they put you with everything.Yeah, I think we spent quite a lot anyway,yeah. So in terms of the actual mechanism,we've explored some different angles on that in terms of the you mean in terms of the spring loading and things like that.So yeah, I just wonder if we want.I said some stuff more sketches rather than yeah yeah,OK. Yeah. It's very much wrong with that,so that yeah, that's a good idea,but that's one idea and that has the.That's a 202. As a note,to limit to how far it's later than move.Yeah yeah, that's good shows there is obviously it stays in there you go until you get to maximum",0.677,2,en-US,1:11:30.02,1:12:21.95,1:11:30.02,1:11:32.96
1211,"angle, then follow. Yeah, so",0.6429,1,en-US,1:12:21.96,1:12:24.13,1:12:21.96,1:12:24.13
1212,"that is another good switch off in there.If it would, if it was hitting a certain angle,could you switch off that you would need an additional part of the mechanism?So you could switch. You know that you could have contacts",0.7094,2,en-US,1:12:24.14,1:12:39.21,1:12:24.14,1:12:27.51
1216,"in the top and bottom of that piston,and then they could stay.No. Do they really stay in",0.8175,4,en-US,1:12:39.22,1:12:44.61,1:12:39.22,1:12:41.7
1219,"contact? Well, if you gotta press hard enough,then you have run out of edge and if you go over that,if you come to hire you.Yeah, you need to. Then you do this contact between here and here.",0.7255,2,en-US,1:12:44.62,1:12:57.61,1:12:44.62,1:12:46.88
1223,That's,0.6703,3,en-US,1:12:59.07,1:12:59.4,1:12:59.07,1:12:59.4
1224,where you could have a.,0.6345,4,en-US,1:12:59.41,1:13:00.41,1:12:59.41,1:13:00.41
1225,Cylinder,0.8804,1,en-US,1:13:01.99,1:13:02.8,1:13:01.99,1:13:02.8
1226,moved in some slots,0.8267,2,en-US,1:13:02.81,1:13:04.12,1:13:02.81,1:13:04.12
1227,so that this can move,0.875,4,en-US,1:13:04.53,1:13:06.7,1:13:04.53,1:13:06.7
1228,"that way, but what you can't do is it can't.",0.8885,2,en-US,1:13:07.36,1:13:12.72,1:13:07.36,1:13:12.72
1229,The print,0.6682,1,en-US,1:13:14.13,1:13:14.48,1:13:14.13,1:13:14.48
1230,head can take back and forward,0.805,3,en-US,1:13:14.49,1:13:15.86,1:13:14.49,1:13:15.86
