Line,Time,Speaker,Discussion
1174,,Angela,what I don’t want you to do is sort of come back in five years after 
1175,1:15:00,,we’ve done all this and then find that we’ve mucked everything up and 
1176,,,we’ve you know blocked off ( )
1177,,Adrian,well it’s your building you know
1178,,Chris,I think something that looks like a bridge would be well or something 
1179,,,that’s solid would be the unfortunately although I can see the benefit 
1180,,,of having I mean I quite like the idea of stepping stones
1181,,Angela,yes I do I like the idea
1182,,Adrian,well if you like it why don’t we run with it until somebody says you 
1183,,,don’t want to do that
1184,,Angela,you can put we can put like a little verse or something on it so like 
1185,,,you know a verse of
1186,,Chris,don’t fall over
1187,,Angela,yeah do not fall over watch where you’re going
1188,,Peter,step here
1189,,Adrian,I think it’s w n h i l l you can write crownhill on it
1190,,Angela,yes
1191,,Adrian,c r e m a t no you can’t do the crem in crematorium you could 
1192,,,have crownhill written in letters
1193,,Angela,yes that’s 
1194,,Adrian,but obviously there are other routes here 
1195,,Angela,yes that’s
1196,,Adrian,people don’t have to use that there are three ways of getting into that 
1197,,,entrance 
1198,1:16:00,Angela,I was just thinking of like I say what I’m preparing you for is if we do 
1199,,,have a which I’m hoping we’ll have some sort of consultation with 
1200,,,users of this funeral directors and ministers these are the sort of things 
1201,,,that they’ve already highlighted and that they’ll be straight away up 
1202,,,hands straight up and mentioning it so you know we’re just preparing 
1203,,,you for the onslaught of these
1204,,Adrian,can we do that soon because the idea of this meeting is for me to go 
1205,,,away with what I can knowing how to rev up the design to get it into 
1206,,,planning so if we could do that soon that would be great I’d be happy 
1207,,,to present it to them if you wished
1208,,Angela,yes well the other issue I don’t know if you was the erm the 
1209,,,movement of the hearse is they’ve said to get to the wreath caught 
1210,,Adrian,yeah my idea was again similar to the existing building the idea was 
1211,,,there (file) forwards and then back in here because this is all again 
1212,,,under a roof there’s a roof that runs through here
1213,,Angela,[coughs] yep OK
1214,,Adrian,so that’s covered in
1215,,Angela,OK yep
1216,1:17:00,Adrian,and erm the idea was that cars would remain here to pick people up 
1217,,,from the exit
1218,,Angela,yes
1219,,Adrian,the chauffeurs and bearers would have their own little house if you like 
1220,,,here and then they would obviously leave the same way go back round 
1221,,,there
1222,,Angela,well as the majority will have to make a comment about something 
1223,,,and you know they’ll want to be involved in it so that’s that’s fine
1224,,Adrian,the idea is that you can get a couple of limos side by side
1225,,Angela,yes and the hearse doesn’t sort of if it’s going to stay it’ll stay sort of 
1226,,,at the front and that will leave first sometimes they leave and the 
1227,,,limousines are just left as well so that’s fine the wreath court I mean 
1228,,,most of the people like our design of the wreath court whether it needs 
1229,,,to be bigger I’m not sure because flowers now at the moment are huge 
1230,,,and the wreath court we’ve got at the moment isn’t big enough but 
1231,,,again that will perhaps I’m trying to think of where that is in the that 
1232,1:18:00,,what cover the that’s the areas that you called the servant area would 
1233,,,be the end of that then wouldn’t it
1234,,Adrian,yeah this is the last servant area this end has a roof over it and a roof 
1235,,,over that but there’s no roof over the actual planted area here
1236,,Angela,no it’s similar to what we’ve got at the moment 
1237,,Adrian,this is roofed over erm and they’ll be some roofing there of some 
1238,,,kind erm
1239,,Angela,because I think we did ask about roofing all the way round like we’ve 
1240,,,got at the moment
1241,,Adrian,you’ve got that basically I’ll show you the roof plan I’ve + [pulls out 
1242,,,drawing] done a sketch of it here it’s not a finished drawing yet but it 
1243,,,isn’t to be honest my boss has got me working on other things  ++++++ 
1244,,,basically you’ve got the roof there which covers the place where the cars 
1245,,,park  
1246,,Angela,right yes which they haven’t got at the moment
1247,,Adrian,no
1248,,Angela,no no
1249,,Adrian,which the brief did ask for that
1250,,Angela,that’s lovely yes
1251,1:19:00,Adrian,cover that dispersal area this is the planted area around the wreath 
1252,,,court this is the other roof over the back of the wreath court this is the 
1253,,,roof over the chapel and the cremators area the roof (line) running right 
1254,,,through but the cylinder over the catafalque pops its nose through the 
1255,,,roof similarly you get the cylinder from the sanctuary popping its nose 
1256,,,above the roof in that area
1257,,Angela,and this would be open to skylight this would be 
1258,,Adrian,yes this is the central strip here is a roof light arrangement a roof light 
1259,,,is running through here so the roof light idea again would be on the 
1260,,,waiting room it would be over the port cachere it would be over the 
1261,,,centre of the staff room area the staff entrance over the cremators and 
1262,,,over the centre of basically every one of the barrel vaults erm +
1263,,Angela,because I think what they can’t quite see from the drawings obviously 
1264,1:20:00,,the first drawings that we’ve got there is the the fact that some of them 
1265,,,have mentioned the feeling that they get from those sort of what they 
1266,,,think it is some of the comments that have been made about
1267,,Adrian,the aircraft hangar
1268,,Angela,the aircraft hangar or a chicken hut or-
1269,,Adrian,[makes a sound with his lips]
1270,,Angela,I’m just pre-warning you what they might use as a comment so I don’t 
1271,,,want to make you feel you know that’s what they might mention but 
1272,,,they can’t as I’ve said to them 
1273,,Adrian,chicken hut
1274,,Angela,I said what you’re not looking at is the sense of what the roof will be 
1275,,,covered in in a sense how it will look as we drive as you said to me I 
1276,,,said to them what you’ve got to remember is you’re looking at it from 
1277,,,this way you won’t be looking at it when you drive in that way you’ll 
1278,,,be looking at it which is why I’ve done the photographs sorry to point 
1279,,,the photographs of the actual building itself so they could see the actual 
1280,,,sort of you know the feel of how the roof shape is from this angle in a 
1281,,,way so I’ve tried to explain that to them and pre-warn them so they 
1282,,,don’t pick on yer [laughs]
1283,,Adrian,I don’t mind being picked on
1284,,Angela,so + have you met many funeral directors
1285,,Adrian,my shoulders are broad enough
1286,1:21:00,Angela,yes well I was only a size eight when I came and I’m now ( ) so they’re 
1287,,,feeling is in a sense that they obviously like the fact that we’re going to 
1288,,,perhaps involve them and they obviously want to make their own 
1289,,,comments and there’s also inter-fighting between funeral directors one 
1290,,,wants to make another comment over the others and than so you know 
1291,,,it might be sort of mentioned but I think they were quite keen for us to 
1292,,,do something special and I think that it’s nice that we going to perhaps 
1293,,,try and involve them because then they can’t say that they’ve not been 
1294,,,involved and they’ve not had some sort of chance whether they’re 
1295,,,really going to have the same if they say oh we don’t like that I think 
1296,,,whether we take a great deal of that onboard or not is different
1297,,Adrian,well it’s up to us I guess we don’t have to take their comments on 
1298,,,board but if something positive comes out of it we can take it on board 
1299,,Angela,yes I mean don’t forget these also travel to the other crematoriums 
1300,,,sites as well so they might see things that would be you know might 
1301,,,be useful I think we ought to it won’t be difficult for me to arrange a 
1302,,,meeting for them
1303,,Chris,no I think ( )
1304,,Angela,yes yes get that done quite quickly
1305,1:22:00,Adrian,I’d like to talk to you about materials now because working towards 
1306,,,planning drawings we’ll have to describe the materials in detail on the 
1307,,,planning drawings so the planners are clear about what we’re 
1308,,,proposing erm this is  a what we call a section through the building 
1309,,,this is a vertical slice through it showing what it might look like inside 
1310,,,it’s clear what is the served space and the servant space here erm as 
1311,,,you can see the servant space will generally have ducts running through it 
1312,,,for air supply and extraction in this manner through the walls here so this 
1313,,,is where all your servicing will come from and this is where it is 
1314,,,serving the wall to the end of the chapel typically this is the one 
1315,,,looking towards where the hearse would park will have a vertical 
1316,,,slotted glazing in it and then all this area above will be glazed the 
1317,,,walls themselves my initial thought was it will be combination of a 
1318,1:23:00,,couple of types of stone and block work erm I see some use of granite 
1319,,,which might be perhaps a low course around the whole building there 
1320,,,might even be some narrow strips of granite inset within the walls to 
1321,,,give it a sort of patterned effect you might have the odd strip of granite 
1322,,,set in giving you this sort of pattern the rest of the block work would 
1323,,,be a very erm rugged looking block work in contrast to the pristine 
1324,,,smoothness of the concrete frame which would again be exposed OK
1325,,Angela,and this would be the same sort of colour these would the concretes 
1326,,,would match
1327,,Adrian,erm 
1328,,Angela,the roughness and the smooth parts
1329,,Adrian,well yes they could match I don’t think it’s essential that they match in a 
1330,,,way I think I’d like them to be slightly different in shade erm I think that 
1331,,,it would be good to be able to pick the concrete out I’ll show you the 
1332,,,elevations as far as they’ve got at the moment [gets out drawing] these 
1333,1:24:00,,are all the external elevations of the building that show you what it 
1334,,,would look like from the outside these aren’t finished they’re just like 
1335,,,draft lines showing the overall general form at the moment but I need to 
1336,,,go into much much more detail to get these right for example this an 
1337,,,the elevation of the sanctuary this would have slotty window in it so 
1338,,,on and so forth may well have a few other small bits of glass in it 
1339,,,perhaps to get some sort of light flowing through it to make it a very 
1340,,,spiritual space erm this is the end elevation of the chapel so again all 
1341,,,this would be glass through here + OK and I see a lot of this as being 
1342,,,stained glass as well if we can do that
1343,,Angela,some things ( ) we can do that I’m thinking if it’s all glass we have the 
1344,,,self-cleaning glass because obviously it would be nice to make it if 
1345,,,we’re going to have it clear then it needs to be clean so that the light 
1346,1:25:00,,gets in and so the way around not having that is perhaps to do 
1347,,,something with some design or something in there [sound of door 
1348,,,opening and closing] some colour or  something ( ) into it whether not 
1349,,,necessarily even in a sense any sort of recognisable form but a bit like the 
1350,,,church where they’ve got sort of colours or something I don’t know 
1351,,,something perhaps like that rather than making it into a church stained 
1352,,,glass is to make it into a design stained glass if ( ) similar so I have to say 
1353,,,yes
1354,,Adrian,well what I’d like to do is something contemporary perhaps even 
1355,,,cubist or whatever something that is contemporary and architectural 
1356,,,that has lots of colours in it and maybe I could have a go at that having 
1357,,,just taken on board what you’ve said and then have a go at that
1358,,Angela,yes I mean most people when they think of stained glass they think of 
1359,,,sort of gothic patterns or actual church stained glass I mean there are 
1360,,,some people that have got chapels that have dedicated windows so it 
1361,,,might be that we need to leave space for perhaps people to make 
1362,,,donations towards adding bits on to it or something you know leaving a 
1363,1:26:00,,gap that people can add to a sort of (sign) at a later date as well that 
1364,,,you know people might want to contribute I don’t know if there’s 
1365,,,availability for it and we can promote it it might be that we can sort of 
1366,,,do that beforehand even as well
1367,,Chris,even the funeral directors do it
1368,,Angela,well that’s always a poss- you know I should think mr mason will 
1369,,,tell you can get your granite cheaper from this or something from Italy 
1370,,,or something but I mean you know they would be perhaps quite quite 
1371,,,welcoming to make some contribution to that sort of an involvement in 
1372,,,a chapel erm either we decide on a whole scheme and do all of it or 
1373,,,we you know allow people to make a contribution to the chapel and 
1374,,,have some idea of what they would want
1375,,Adrian,yes
1376,,Angela,but it can’t be obviously religious it can’t be sort of too twee because 
1377,,,it just wouldn’t go would it 
1378,,Adrian,it’s not in my
1379,,Angela,no
1380,,Adrian,it’s not in my nature to do that sort of thing
1381,,Angela,I mean it won’t work with a design like this I don’t think so you know 
1382,,,the thought of asking the funeral directors to contribute might mean that 
1383,1:27:00,,they decide they’d like a you know pictures of sort of funeral directors 
1384,,,shape you know that’s what they might spoil it for us if we ask for 
1385,,,their input otherwise we just decide on their behalf and
1386,,Adrian,yes
1387,,Angela,yes so that’s a concern of asking people for their contribution they 
1388,,,want to fix and move it around a bit 
1389,,Adrian,I mean I see it as a spiritual modern art gallery flavour sort of sp-
1390,,Angela,yeah OK
1391,,Adrian,space rather than something religious I’m not a religious person 
1392,,,myself I think religion kills Christianity actually but erm 
1393,,,controversial subject I’m sure
1394,,Angela,don’t get me on religion
1395,,Adrian,but I regard myself as very spiritual ( ) subjected to
1396,,Angela,when you’ve worked here for this long I’ll tell you really yes I’m up 
1397,,,to about here with it really but erm 
1398,,Adrian,I know
1399,,Angela,but erm I mean if you look at the stained glass that we have at the 
1400,,,moment in a sense that although that was nineteen eighty two there is no 
1401,,,particular pattern on the I mean some people have interpreted it as like a 
1402,,,river of some sort of stream of colour running through it but when I spoke 
1403,,,to the man that did the stained glass he just put the colours on the you 
1404,1:28:00,,know and that was he used colours and the shapes because they’re nice 
1405,,,forms and they’re nice shapes of it but there’s no design on it 
1406,,Adrian,no
1407,,Angela,he just put them together but you know people look at it and see what 
1408,,,they want to in it in a sense but I don’t think that it wouldn’t be 
1409,,,something that they would contribute but we need to be fairly strong 
1410,,,that they don’t start to say oh can we also have you know mr mason 
1411,,,senior or someone you know I don’t know once you start asking for 
1412,,,people’s contribution they start mucking it up if you’re not careful in a 
1413,,,way so we’ve got to 
1414,,Adrian,we can ignore these things though
1415,,Angela,yes we can /but it would be nice\
1416,,Adrian,/we’ve got to be\ selective
1417,,Angela,to be able to it might be that they can contribute enough for us to 
1418,,,really do a good job so they might be able to give us enough money that 
1419,,,we can really do something wonderful [everyone talks at once]
1420,,Chris,if they give us the money we’ll come up with a design and you can 
1421,,,come up
1422,,Adrian,well you know it would be wonderful to employ a proper stained glass 
1423,,,artist to contribute something like at robertson college in cambridge 
1424,,,john piper did that did he not do something at coventry cathedral as 
1425,,,well 
1426,,Angela,yeah
1427,1:29:00,Adrian,I mean if we could afford that if someone if you got a lottery winner in 
1428,,,the area who’d like to contribute something
1429,,Angela,well we have done that two brothers wasn’t there yeah two brothers 
1430,,,they’ve got a load of money haven’t they 
1431,,Chris,but yeah I mean the funeral directors some of them might 
1432,,Angela,some of them might be quite willing to  
1433,,Chris,I am continually approached by people who want to nevilles
1434,,Angela,nevilles want to quite willing to contribute money aren’t they
1435,,Chris,masons are (  ) possibly
1436,,Adrian,anyway coming back to materials this is the walk to the vestry and the 
1437,,,office I mean again I see this as being predominantly glazed at 
1438,,,high level [Angela coughs] at low level I was thinking that there might be 
1439,,,some sort of (warm) cladded it might be cedar boarding or something of 
1440,,,that nature or even another hardwood boarding but again glazing above it 
1441,,,of some kind I haven’t worked out how it would be glazed what pattern it 
1442,,,would be but there would be lots of glass essentially so you could get 
1443,1:30:00,,the view out towards the pond the roof I see that as being in a 
1444,,,malleable metal like austenitic stainless steel or lead or copper you’ve 
1445,,,presently got a lead roof here have you not looks like blackened lead
1446,,Angela,plastic
1447,,Adrian,it’s plastic is it
1448,,Angela,swimming pool liner 
1449,,Adrian,is it it looks like lead
1450,,Angela,yes it does it was originally lead the original panels the original 
1451,,,design of the roof was in sections like this and the sections of lead on 
1452,,,these panels and the problem was that they leaked and the water got 
1453,,,underneath through the panels it was used on a building in london and 
1454,,,there was an awful controversy because we’d had it on the roof and 
1455,,,they people oscar schnieder that was there didn’t keep the plans and 
1456,,,there was all sorts of problems do you remember much about that 
1457,,,there was a a lot of
1458,,Chris,no we had to get it replaced
1459,,Angela,completely replaced there was a problem with the original design of 
1460,,,the roof which is the concern some of the funeral directors have got 
1461,,,with ‘design’ in a sense is that this was designed and there were faults 
1462,1:31:00,,with it and you know any design is a fault thing you know waiting to 
1463,,,happen as far they’re concerned because the roof has been mentioned 
1464,,,to me several times by funeral directors and ministers about cor you 
1465,,,know well when this was built there was a lovely roof on it but you got 
1466,,,rid of that because it was leaking and well what a typical waste of 
1467,,,money all that was sort of thing so the roof although isn’t lead is 
1468,,,plastic but it has stains on it and it looks-
1469,,Adrian,looks like lead 
1470,,Angela,yes it looks like lead and it sort of although in some things copper 
1471,,,would be-
1472,,Adrian,copper would be nice yes it would be expensive but we feel the city 
1473,,,has got to invest in this building it’s a very important building and it 
1474,,,has to look nice copper would be lovely and it would go a nice green 
1475,,,colour it would start off a bronzy colour and go green
1476,,Angela,and how would that then I wonder match with the rest of the materials 
1477,,,eventually then I wonder 
1478,,Adrian,I think it would go together beautifully you’d end up with a green roof 
1479,,,in a green environment ++ erm
1480,,Chris,I mean
1481,1:32:00,Adrian,the kimble I think was lead 
1482,,Chris,we’re going to have problems with cost there’s no doubt about it at 
1483,,,some stage we’re at the stage where we’ve just go you know lets press 
1484,,,ahead and get some costings done 
1485,,Angela,yes they’ve got to 
1486,,Chris,once we’re 
1487,,Angela,yes that’s similar to the sections that we had sort of on our roof that 
1488,,,sort of width but they were on plyboards and there was I I can 
1489,,,remember the man coming to speak to me about telling me what was 
1490,,,wrong with it it was all over the place I don’t know whether it was to 
1491,,,do with the fitting of it or-
1492,,Chris,could be the workmanship 
1493,,Angela,yes it wasn’t necessarily the design of the roof itself but it was 
1494,,Adrian,hmm well I think the lead will go beautifully with the concrete 
1495,,,structure 
1496,,Angela,which is what this sort of colour is 
1497,,Adrian,and the pale concrete infill so the whole palette of materials could end 
1498,,,up similar to that 
1499,,Angela,yeah
1500,,Adrian,I mean it it would be nice to+ get some general consensus of opinion 
1501,,,on which way we go I’d be very happy with lead I’d also be happy 
1502,,,with copper or even austenitic stainless steel which will give you a 
1503,,,shinier roof
1504,,Angela,when you say that does that is that shiny then is that
1505,1:33:00,Adrian,you get a shiny silver roof  with the stainless steel maybe that’s a little 
1506,,,bit too ostentatious for such a calm building though that’s perhaps 
1507,,,that’s my third favourite out of the three erm + I think lead would be 
1508,,,lovely but I agree we’d have to get some advice on how to detail it 
1509,,,properly so that /any problems you’ve had in the past would never be 
1510,,,repeated\
1511,,Angela,/yeah I don’t know I mean I can’t I mean we’ve got a file about what 
1512,,,it\ was it might have been not necessarily the actual it was the way it 
1513,,,was fitted on to the roof even I mean it might have been that that was 
1514,,,the problem I don’t know I can’t remember now it was so long ago but 
1515,,,originally and originally it was a ribbed the sections between each 
1516,,,panel had quite a raised rib so some of the old photographs of the roof 
1517,,,here you can quite see it there was a ribbed sort of effect on the roof 
1518,,,itself which you don’t get at the moment particularly
1519,,Adrian,no
1520,,Angela,no 
1521,,Adrian,I mean I’d like to give you that ribbed effect every sort of six hundred
1522,,,millimetres or so you would see some sort of line like that through the 
1523,,,lead you it would be the same in copper because the copper sheet 
1524,,,widths aren’t that wide
1525,1:34:00,Angela,what’s your favourite then lead or copper both
1526,,Adrian,erm I like the lead I think the copper might be lovely I think it might 
1527,,,be even more expensive than lead but I mean if you don’t have a view 
1528,,,on it maybe betty daniels and I can get into a huddle and come back 
1529,,,to you with a proposal
1530,,Angela,you do you could do that one in copper and these two in lead or 
1531,,,something + +
1532,,Adrian,I wouldn’t like to do that I think it should be (controlled)
1533,,Chris,stripes
1534,,Angela,stripes I was just thinking you know 
1535,,Adrian,striped roof
1536,,Angela,striped roof go quicker roof yeah
1537,,Chris,umm
1538,,Angela,OK yeah 
1539,,Adrian,OK so the materials we’ve
1540,,Angela,well go for the most expense go for the best start with Chris and then 
1541,,,we’ll have to compromise won’t we
1542,,Chris,well I mean the query over costs has only just started really believe it 
1543,,,or not 
1544,,Adrian,well I have a [Angela coughs]  ( ) suggestion for you to present to you in 
1545,,,a little while and before I do that I’ve got to run through the ecological 
1546,,,appraisal with you 
1547,,Chris,yeah
1548,,Adrian,erm I don’t know if you’ve had a chance to get a copy to Angela
1549,1:35:00,Chris,Angela’s not had a copy of this
1550,,Adrian,the ecological appraisal basically tells us we’re building a building in 
1551,,,the best part of the site for wildlife whoops but then as Chris also says 
1552,,,in his report the whole site was initially intended as a crematorium 
1553,,,anyway
1554,,Angela,the site has yeah I mean that but then again to be that’s in a sense 
1555,,,the site the wildlife wasn’t here before this crematorium was built the 
1556,,,crematorium has encouraged that wildlife
1557,,Chris,yes
1558,,Angela,in a sense [Adrian pulls out a drawing] so we’ve built that + wildlife up 
1559,,,because of this building and because because of the fact that we haven’t 
1560,,,developed that area because we knew there was talk of other sites and that 
1561,,,so the wildlife pre nineteen eighty two wasn’t even here you know I 
1562,,,doubt if there
1563,,Chris,there was a brick works
1564,,Angela,brick works you know and it wasn’t a development I mean it’s just a 
1565,,,farmers field I would think so the wildlife we’ve encouraged in a sense 
1566,1:36:00,,and so you know I don’t see that we can’t keep that and build it up 
1567,,,even more so I can’t see what the argument is personally as usual 
1568,,,we’ve got newts have we got crested newts
1569,,Chris,no he didn’t find any he thought there might be some
1570,,Adrian,yeah well
1571,,Angela,the last thing we want to do is to decrease the wildlife because people 
1572,,,come here for the pheasants and the muntjac deer and the squirrels 
1573,,,which in your garden you would see as vermin
1574,,Adrian,yeah well on that basis if you don’t want to decrease the wildlife then I 
1575,,,think we’re all singing from the same hymn sheet because Chris has 
1576,,,come up with some mitigation points in there + if we could run through 
1577,,,them I think they’re at the back of the report here somewhere [searches 
1578,,,through report] + + + sorry ( )
1579,,Angela,actually I’ve had a couple of chaps been in to do a from rps has been 
1580,,,in to see he’s coming to his yeah starting at the front + + + 
1581,1:37:00,Adrian,I’ll see if I can find my copy of the report and we can run through it 
1582,,,because Chris er talks about what I call the pier this is our memorial walk 
1583,,,if you like
1584,,Angela,yes
1585,,Adrian,(additional) pond in and the rill one of Chris’ first points was this 
1586,,,is actually barging straight through a nice wildlife area and Chris 
1587,,,suggests that we might consider moving this out the back perhaps to 
1588,,,connect it to this point put it in this direction this piece of land [Angela 
1589,,,coughs] is not of the same wildlife interest as that 
1590,,Chris,hmmm
1591,,Adrian,I think generally he’s trying to encourage me to pull back from 
1592,,,developing over here because this is like your best wildlife area so we 
1593,,,could reduce we could we could reduce our push into the forest here that 
1594,,,might actually have acoustic advantages so you don’t hear the tannoy 
1595,,,from the garage so so maybe the thing to do is to to just look at an area 
1596,,,closer here perhaps move this path a bit further over to maintain some of 
1597,1:38:00,,the forest there but I still like the idea of keeping this there’s an awful lot 
1598,,,of forest here an awful lot of land and I like the idea of the woodland 
1599,,,walk 
1600,,Chris,this is isn’t this the
1601,,Angela,allotments
1602,,Chris,this is allotments 
1603,,Adrian,yeah allotments beyond that line I think 
1604,,Chris,yes
1605,,Adrian,beyond that line
1606,,Chris,yeah
1607,,Adrian,so you know we could reduce this if you like to make it work but what 
1608,,,I was trying to do was to really open up this end of the site to make it 
1609,,,more useful
1610,,Angela,yeah well it it needn’t also there it’s nice ‘cause it balances the 
1611,,,building doesn’t it there’s got to be a certain amount of balance 
1612,,,between the building and the design features otherwise it looks sort of a 
1613,,,bit lost in nothingness around it which is what stevenage has got just 
1614,,,two little bays in front of it really they’ve got this lovely big building 
1615,,,and then they’ve got these two little boxed bays in front of the building 
1616,,,which are awful
1617,,Adrian,yeah what er colin coOK says is [reads  from report] there was valuable 
1618,1:39:00,,areas for wildlife ( ) bramble scrub it says see on plan two + wherever 
1619,,,that is C on plan two
1620,,Angela,yeah OK
1621,,Chris,so that is there [points to drawing]
1622,,Angela,there’s two ( ) which one does he mean this one or that one
1623,,Chris,well it’s the whole area
1624,,Angela,yeah but you see that’s only because somebody hasn’t been down 
1625,,,there to maintain it I mean when I first came in nineteen eighty seven that 
1626,,,grass that was grass that was never scrub that was scrub because of this 
1627,,,the car park here the third car park was mounded up and so that has only 
1628,,,really been there since about eighty nine so you know I mean it’s not 
1629,,,historical it’s just that we’ve done it because we haven’t done any work 
1630,,,on it
1631,,Adrian,it’s only been there about sixteen years
1632,,Angela,and nobody wants to go down there and deal with it I mean there 
1633,,,nothing I don’t think that’s particularly valuable it’s nice 
1634,,Chris,no what he’s saying is it’s developed into a habitat for birds isn’t it 
1635,,,because of the dense (scrub) and invertebrates
1636,,Adrian,so are you saying that all this area the scrub C the adjacent rough 
1637,:40:00,,grassland D and the (relicked) hedgerow A [reads from report] these 
1638,,,currently inaccessible areas will be largely or entirely lost to the proposed 
1639,,,development and effective mitigation is not possible he says well + 
1640,,,particularly intrusive is the formal parterre extending south-east from the 
1641,,,new chapel into the ( ) woodland + a general desira desider excuse me 
1642,,,a general desideratum would be to pull back development from the 
1643,,,south-east boundary he says reducing disturbance of the plantations 
1644,,,and preserving at least some blocks of native vegetation he says there 
1645,,,is some difficulty with the existing scrub vegetation bramble (dogrow)
1646,,,stinging nettles etcetera he says there are first rate wildlife plants but 
1647,,,people unfriendly not least on account of their rapid growth so at the 
1648,,,time what you were saying about it not being (every)
1649,1:41:00,Angela,if you’re going to have my thoughts on that is that even that scrub 
1650,,,needs to be managed better than it is now it’s not managed at all 
1651,,,there’s no management of it and even if you you’re not even managing 
1652,,,that scrub area properly really we’re not managing it and if you were 
1653,,,to actually professionally manage that scrub area I would think 
1654,,,you would have not have it like it is now even I mean it’s not managed 
1655,,,at all you know native plants you’d take the unnative ones out and 
1656,,,you’d clear we don’t have that many brambles so I mean I might be 
1657,,,wrong but I just think that’s that’s a fair point I’m not doubting that but 
1658,,,you know it’s-
1659,,Adrian,yeah  well what Chris says is to to mitigate what he’s just talked 
1660,,,about
1661,,Angela,hmm
1662,,Adrian,either [reads from report] truncate the parterre shorten its length or 
1663,,,reorientate it at ninety degrees to this axis towards the circular pond he 
1664,,,says also we could realign the footpaths away from the site boundary to 
1665,,,leave some large (in habitat) blocks undisturbed so we could pull that 
1666,,,path back (then) move this over as well maybe shorten this
1667,1:42:00,Chris,I think the trouble with that comment is that the only reason that we’re 
1668,,,able to develop this site is if we use it for memorial otherwise we’re 
1669,,,looking at another site entirely
1670,,Angela,yeah
1671,,Chris,because this is a very small site for this size of operation + actually 
1672,,,we’re going to have to maximise use of it for
1673,,Angela,yes
1674,,Chris,erm well not necessarily for modernisation but for scattering aren’t 
1675,,,we
1676,,Angela,yeah
1677,,Chris,now that doesn’t have to mean formal grassland does it
1678,,Angela,no that can be scrub area like it is now but more professionally 
1679,,,managed in a way erm so I mean it’s not to say that we couldn’t allow 
1680,,,a certain amount of brambles and scrub to be left I don’t think that’s a 
1681,,,problem but I mean it’s the fact that obviously he said it’s not people 
1682,,,friendly anyway erm I mean I-
1683,,Chris,/the different\
1684,,Angela,/nobody comes and\ monitors what we’ve got here to start with so I 
1685,,,mean he’s been offered the chance to come and monitor what we’ve got 
1686,1:43:00,,and no-one has ever done that and I mean I don’t quite know I mean 
1687,,,the amount that we’ve got on the boundary that we’ve got here that 
1688,,,they’re not going to be able to use anyway is you know is going to be 
1689,,,difficult to get to use anyway when I mean if this goes all the way I 
1690,,,mean this area here is still going to roughly be intact isn’t it 
1691,,Adrian,yes and what OK what I feel is in order to make sure you get planning 
1692,,,permission we need to be seen to be responding to these comments
1693,,Angela,yeah
1694,,Adrian,so I mean I think we can do that
1695,,Angela,if there’s other areas further into the the very sort of other area that we 
1696,,,can add more to I mean are we we’re adding 
1697,,Adrian,well yes indeed I mean I 
1698,,Angela,/we haven’t done anything with that really have we\
1699,,Adrian,/the plan also yeah I know the plan also shows what\ we’re trying to do 
1700,,,here we’re trying to create an axial wall here that’s on the axis of the 
1701,,,wreath court to a circular pond and again that’s on axis with this odd 
1702,,,construction here and trying to create spaces that might have seating in 
1703,1:44:00,,or whatever and the more woodland walks if you like [Angela coughs] 
1704,,,Chris has gone on in his report to show how the woodland walks might 
1705,,,develop he’s come up with sections showing what planting might be put 
1706,,,along the walks to make sure that they maintain erm + some some 
1707,,,ecological advantages if you like 
1708,,Angela,and to be fair the hedgerow that we’ve already got already down the 
1709,,,pond area we had ermthe existing area above the the yellow bit there the 
1710,,,ancient hedgerow part here there isn’t at the moment anything (a what) 
1711,,,even effecting this that we can’t add sort of more of a wildlife corridor 
1712,,,width to so we could add more to the width on this original hedgerow 
1713,,,here
1714,,Adrian,yes you could amplify this bit and 
1715,,Angela,yeah because that’s only the entrance into the memorial garden from 
1716,,,the other car parks and you wouldn’t necessarily put memorialisation in 
1717,,,that part because you know people walking in don’t necessarily want to 
1718,,,see memorials straight in their faces  
1719,1:45:00,Chris,there’s one issue that we haven’t got to yet which is the transport routes
1720,,Angela,yeah
1721,,Chris,and the (cabinet) member in particular wanted two distinct ways in 
1722,,,from the public to the chapel 
1723,,Angela,yeah
1724,,Adrian,two distinct ways in
1725,,Chris,so yes no well he wanted OK if you’re going to a service in this chapel 
1726,,Adrian,you’d go in this way
1727,,Chris,you’d go there
1728,,Adrian ,yeah
1729,,Chris,right if you go into a service in this chapel he didn’t like the idea that 
1730,,,you drove through here to here  
1731,,Adrian,oh + + + + + why didn’t he like that
1732,,Chris,he thought that there would be people that see that car park 
1733,,,immediately park and go into the wrong service
1734,,Adrian,well we do that with signage
1735,,Angela,yes
1736,,Adrian,I mean frankly I don’t see any other way of doing 
1737,,Chris,but then he was wondering 
1738,,Adrian,but that’s the cortege route
1739,1:46:00,Chris,yes but whether there was a + + + + + possibility of taking vehicles off + 
1740,,Adrian,+ + + erm 
1741,,Chris,and the cortege only continued under the +  + +  I think that’s a bit tight 
1742,,,isn’t it
1743,,Adrian,it is it doesn’t really feel as if that’s what it wants to be 
1744,,Angela,also got the problem with the other traffic + people visiting the memorial 
1745,,,for already existing 
1746,,Chris,yeah well we’re talking about making this a one way system aren’t we  so 
1747,,,that you know that you don’t if you’re visiting the cemetery you have to 
1748,,,come in this anyway so there will be traffic there and then they would 
